"DATE","rconsnp09Q3","rconsnp09Q4","rconsnp10Q1","rconsnp10Q2","rconsnp10Q3","rconsnp10Q4","rconsnp11Q1","rconsnp11Q2","rconsnp11Q3","rconsnp11Q4","rconsnp12Q1","rconsnp12Q2","rconsnp12Q3","rconsnp12Q4","rconsnp13Q1","rconsnp13Q2","rconsnp13Q3","rconsnp13Q4","rconsnp14Q1","rconsnp14Q2","rconsnp14Q3","rconsnp14Q4","rconsnp15Q1","rconsnp15Q2","rconsnp15Q3","rconsnp15Q4","rconsnp16Q1","rconsnp16Q2","rconsnp16Q3","rconsnp16Q4","rconsnp17Q1","rconsnp17Q2","rconsnp17Q3","rconsnp17Q4","rconsnp18Q1","rconsnp18Q2","rconsnp18Q3","rconsnp18Q4","rconsnp19Q1","rconsnp19Q2","rconsnp19Q3","rconsnp19Q4","rconsnp20Q1","rconsnp20Q2","rconsnp20Q3","rconsnp20Q4","rconsnp21Q1","rconsnp21Q2","rconsnp21Q3","rconsnp21Q4","rconsnp22Q1","rconsnp22Q2","rconsnp22Q3","rconsnp22Q4","rconsnp23Q1","rconsnp23Q2","rconsnp23Q3","rconsnp23Q4","rconsnp24Q1"
"1987:Q2",0.175084732428532,0.175084732428532,0.175084732428532,0.175084732428532,0.175084732428532,0.175084732428532,0.175084732428532,0.175084732428532,-0.0177793582120334,-0.0177793582120334,-0.0177793582120334,-0.0177793582120334,-0.0177793582120334,-0.0177793582120334,-0.0177793582120334,-0.0177793582120334,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196197742584125,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,0.196579579718792,-0.213696339036273,-0.213696339036273
"1987:Q3",1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.27302596532402,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.0205778728626,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.02266242949414,1.10170285994657,1.10170285994657
"1987:Q4",-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.962634840173138,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.875014229242455,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.87692822903711,-0.785464213226827,-0.785464213226827
"1988:Q1",3.80025378290494,3.80025378290494,3.80025378290494,3.80025378290494,3.80025378290494,3.80025378290494,3.80025378290494,3.80025378290494,3.62945954838931,3.62945954838931,3.62945954838931,3.62945954838931,3.62945954838931,3.62945954838931,3.62945954838931,3.62945954838931,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.52400973228191,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.53091918197532,3.67388656853431,3.67388656853431
"1988:Q2",-1.58531976976946,-1.58531976976946,-1.58531976976946,-1.58531976976946,-1.58531976976946,-1.58531976976946,-1.58531976976946,-1.58531976976946,-1.2437313007382,-1.2437313007382,-1.2437313007382,-1.2437313007382,-1.2437313007382,-1.2437313007382,-1.2437313007382,-1.2437313007382,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.18100453495891,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.1837150781798,-1.4277515861532,-1.4277515861532
"1988:Q3",0.330825304991045,0.330825304991045,0.330825304991045,0.330825304991045,0.330825304991045,0.330825304991045,0.330825304991045,0.330825304991045,0.00242662492881962,0.00242662492881962,0.00242662492881962,0.00242662492881962,0.00242662492881962,0.00242662492881962,0.00242662492881962,0.00242662492881962,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0260049618932445,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.0257540903442433,0.173437070206095,0.173437070206095
"1988:Q4",-1.23243786182874,-1.23243786182874,-1.23243786182874,-1.23243786182874,-1.23243786182874,-1.23243786182874,-1.23243786182874,-1.23243786182874,-0.91722897073554,-0.91722897073554,-0.91722897073554,-0.91722897073554,-0.91722897073554,-0.91722897073554,-0.91722897073554,-0.91722897073554,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.845858529323351,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.847610299592771,-0.930630388238729,-0.930630388238729
"1989:Q1",-1.88358641700193,-1.88358641700193,-1.88358641700193,-1.88358641700193,-1.88358641700193,-1.88358641700193,-1.88358641700193,-1.88358641700193,-2.19259134567009,-2.19259134567009,-2.19259134567009,-2.19259134567009,-2.19259134567009,-2.19259134567009,-2.19259134567009,-2.19259134567009,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.13478735106083,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.1385911279034,-2.06715071886743,-2.06715071886743
"1989:Q2",3.807163226063,3.807163226063,3.807163226063,3.807163226063,3.807163226063,3.807163226063,3.807163226063,3.807163226063,3.96576806061599,3.96576806061599,3.96576806061599,3.96576806061599,3.96576806061599,3.96576806061599,3.96576806061599,3.96576806061599,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,4.14628219542577,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.98990477453411,3.99795374520897,3.99795374520897
"1989:Q3",-0.088903296523668,-0.088903296523668,-0.088903296523668,-0.088903296523668,-0.088903296523668,-0.088903296523668,-0.088903296523668,-0.088903296523668,-0.227014853453955,-0.227014853453955,-0.227014853453955,-0.227014853453955,-0.227014853453955,-0.227014853453955,-0.227014853453955,-0.227014853453955,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,-0.100316616119045,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0704608811139984,0.0317766990495905,0.0317766990495905
"1989:Q4",-0.481170260619024,-0.481170260619024,-0.481170260619024,-0.481170260619024,-0.481170260619024,-0.481170260619024,-0.481170260619024,-0.481170260619024,-0.338664481731676,-0.338664481731676,-0.338664481731676,-0.338664481731676,-0.338664481731676,-0.338664481731676,-0.338664481731676,-0.338664481731676,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.541100337509715,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.395247882385164,-0.512089865773024,-0.512089865773024
"1990:Q1",-1.83247724933198,-1.83247724933198,-1.83247724933198,-1.83247724933198,-1.83247724933198,-1.83247724933198,-1.83247724933198,-1.83247724933198,-1.70902322815554,-1.70902322815554,-1.70902322815554,-1.70902322815554,-1.70902322815554,-1.70902322815554,-1.70902322815554,-1.70902322815554,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-1.9114687796522,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-2.06966564508031,-1.98769343484866,-1.98769343484866
"1990:Q2",4.23299837057236,4.23299837057236,4.23299837057236,4.23299837057236,4.23299837057236,4.23299837057236,4.23299837057236,4.23299837057236,4.1062778106796,4.1062778106796,4.1062778106796,4.1062778106796,4.1062778106796,4.1062778106796,4.1062778106796,4.1062778106796,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46333734089146,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.46937273258161,4.47159550609015,4.47159550609015
"1990:Q3",0.253034241356165,0.253034241356165,0.253034241356165,0.253034241356165,0.253034241356165,0.253034241356165,0.253034241356165,0.253034241356165,0.140607000678461,0.140607000678461,0.140607000678461,0.140607000678461,0.140607000678461,0.140607000678461,0.140607000678461,0.140607000678461,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.156447081604494,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.155965719164541,0.202940770894955,0.202940770894955
"1990:Q4",-4.30320473296906,-4.30320473296906,-4.30320473296906,-4.30320473296906,-4.30320473296906,-4.30320473296906,-4.30320473296906,-4.30320473296906,-4.08400494462802,-4.08400494462802,-4.08400494462802,-4.08400494462802,-4.08400494462802,-4.08400494462802,-4.08400494462802,-4.08400494462802,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.29542894224788,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.4226219825692,-4.42490872559924,-4.42490872559924
"1991:Q1",-0.708183434774412,-0.708183434774412,-0.708183434774412,-0.708183434774412,-0.708183434774412,-0.708183434774412,-0.708183434774412,-0.708183434774412,-0.821186364860882,-0.821186364860882,-0.821186364860882,-0.821186364860882,-0.821186364860882,-0.821186364860882,-0.821186364860882,-0.821186364860882,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-1.03141656280537,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.908996721900568,-0.925946736152916,-0.925946736152916
"1991:Q2",-0.352360172632249,-0.352360172632249,-0.352360172632249,-0.352360172632249,-0.352360172632249,-0.352360172632249,-0.352360172632249,-0.352360172632249,-0.352771317362688,-0.352771317362688,-0.352771317362688,-0.352771317362688,-0.352771317362688,-0.352771317362688,-0.352771317362688,-0.352771317362688,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.2698464674455,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.270566476566447,-0.245365321495328,-0.245365321495328
"1991:Q3",2.0264201271603,2.0264201271603,2.0264201271603,2.0264201271603,2.0264201271603,2.0264201271603,2.0264201271603,2.0264201271603,2.02847380612399,2.02847380612399,2.02847380612399,2.02847380612399,2.02847380612399,2.02847380612399,2.02847380612399,2.02847380612399,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02337044090068,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,2.02792564917775,1.90594639643447,1.90594639643447
"1991:Q4",-0.0283479584926027,-0.0283479584926027,-0.0283479584926027,-0.0283479584926027,-0.0283479584926027,-0.0283479584926027,-0.0283479584926027,-0.0283479584926027,-0.126596227185338,-0.126596227185338,-0.126596227185338,-0.126596227185338,-0.126596227185338,-0.126596227185338,-0.126596227185338,-0.126596227185338,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130237332671168,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,-0.130827026771385,0.0699912717257334,0.0699912717257334
"1992:Q1",2.7662432258647,2.7662432258647,2.7662432258647,2.7662432258647,2.7662432258647,2.7662432258647,2.7662432258647,2.7662432258647,2.87283311006838,2.87283311006838,2.87283311006838,2.87283311006838,2.87283311006838,2.87283311006838,2.87283311006838,2.87283311006838,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.08640459526703,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,3.09252721596165,2.91935900203963,2.91935900203963
"1992:Q2",-1.16221393924265,-1.16221393924265,-1.16221393924265,-1.16221393924265,-1.16221393924265,-1.16221393924265,-1.16221393924265,-1.16221393924265,-1.1649795825293,-1.1649795825293,-1.1649795825293,-1.1649795825293,-1.1649795825293,-1.1649795825293,-1.1649795825293,-1.1649795825293,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18092861237162,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.18409653733016,-1.09321912753026,-1.09321912753026
"1992:Q3",-1.09050731809344,-1.09050731809344,-1.09050731809344,-1.09050731809344,-1.09050731809344,-1.09050731809344,-1.09050731809344,-1.09050731809344,-1.09279957603103,-1.09279957603103,-1.09279957603103,-1.09279957603103,-1.09279957603103,-1.09279957603103,-1.09279957603103,-1.09279957603103,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.10928611035988,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.11190220951123,-1.10661000481116,-1.10661000481116
"1992:Q4",-0.484323738586845,-0.484323738586845,-0.484323738586845,-0.484323738586845,-0.484323738586845,-0.484323738586845,-0.484323738586845,-0.484323738586845,-0.485388529321096,-0.485388529321096,-0.485388529321096,-0.485388529321096,-0.485388529321096,-0.485388529321096,-0.485388529321096,-0.485388529321096,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.446647707281755,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.447789912530983,-0.579983624468472,-0.579983624468472
"1993:Q1",-3.94244080712021,-3.94244080712021,-3.94244080712021,-3.94244080712021,-3.94244080712021,-3.94244080712021,-3.94244080712021,-3.94244080712021,-3.86779252456337,-3.86779252456337,-3.86779252456337,-3.86779252456337,-3.86779252456337,-3.86779252456337,-3.86779252456337,-3.86779252456337,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.24952843156392,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.2572278978926,-4.11947439188536,-4.11947439188536
"1993:Q2",0.647249755841628,0.647249755841628,0.647249755841628,0.647249755841628,0.647249755841628,0.647249755841628,0.647249755841628,0.647249755841628,0.566900408143667,0.566900408143667,0.566900408143667,0.566900408143667,0.566900408143667,0.566900408143667,0.566900408143667,0.566900408143667,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.71174452339875,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.713013232899407,0.635930583475997,0.635930583475997
